t	PopSize	m_Het	s2_Het	n_Het
428	100	2.079000e-05	2.161120e-06	5000
429	100	1.536000e-05	1.179648e-06	5000
430	100	3.759000e-05	7.065041e-06	5000
431	100	4.959000e-05	1.229584e-05	5000
432	100	6.031000e-05	1.818648e-05	5000
433	100	3.759000e-05	7.065041e-06	5000
434	100	3.600000e-05	6.480000e-06	5000
435	100	6.636000e-05	2.201825e-05	5000
436	100	6.400000e-05	2.048000e-05	5000
437	100	5.644000e-05	1.592737e-05	5000
438	100	6.400000e-05	2.048000e-05	5000
439	100	7.084000e-05	2.509153e-05	5000
440	100	4.671000e-05	1.090912e-05	5000
441	100	5.511000e-05	1.518556e-05	5000
442	100	4.816000e-05	1.159693e-05	5000
443	100	2.944000e-05	4.333568e-06	5000
444	100	3.916000e-05	7.667528e-06	5000
445	100	5.904000e-05	1.742861e-05	5000
446	100	7.399000e-05	2.737260e-05	5000
447	100	6.400000e-05	2.048000e-05	5000
448	100	5.644000e-05	1.592737e-05	5000
449	100	6.864000e-05	2.355725e-05	5000
450	100	5.100000e-05	1.300500e-05	5000
451	100	4.959000e-05	1.229584e-05	5000
452	100	5.100000e-05	1.300500e-05	5000
453	100	4.959000e-05	1.229584e-05	5000
454	100	5.644000e-05	1.592737e-05	5000
455	100	6.400000e-05	2.048000e-05	5000
456	100	4.071000e-05	8.286520e-06	5000
457	100	4.816000e-05	1.159693e-05	5000
458	100	7.791000e-05	3.034984e-05	5000
459	100	8.236000e-05	3.391585e-05	5000
460	100	8.775000e-05	3.850031e-05	5000
461	100	9.216000e-05	4.246733e-05	5000
462	100	8.236000e-05	3.391585e-05	5000
463	100	9.159000e-05	4.194364e-05	5000
464	100	8.556000e-05	3.660257e-05	5000
465	100	7.084000e-05	2.509153e-05	5000
466	100	8.319000e-05	3.460288e-05	5000
467	100	9.324000e-05	4.346849e-05	5000
468	100	8.556000e-05	3.660257e-05	5000
469	100	6.975000e-05	2.432531e-05	5000
470	100	6.519000e-05	2.124868e-05	5000
471	100	8.479000e-05	3.594672e-05	5000
472	100	8.911000e-05	3.970296e-05	5000
473	100	7.500000e-05	2.812500e-05	5000
474	100	9.375000e-05	4.394531e-05	5000
475	100	6.864000e-05	2.355725e-05	5000
476	100	6.864000e-05	2.355725e-05	5000
