t	PopSize	m_Het	s2_Het	n_Het
301	500	7.394144e-01	7.727056e-03	5000
302	500	7.387067e-01	7.779290e-03	5000
303	500	7.381154e-01	7.799047e-03	5000
304	500	7.373702e-01	7.845111e-03	5000
305	500	7.368294e-01	7.866132e-03	5000
306	500	7.360480e-01	7.907267e-03	5000
307	500	7.352672e-01	7.984649e-03	5000
308	500	7.345194e-01	8.001179e-03	5000
309	500	7.336536e-01	8.061553e-03	5000
310	500	7.329148e-01	8.069941e-03	5000
311	500	7.321193e-01	8.174860e-03	5000
312	500	7.312658e-01	8.272994e-03	5000
313	500	7.304560e-01	8.378465e-03	5000
314	500	7.296081e-01	8.466467e-03	5000
315	500	7.289552e-01	8.493680e-03	5000
316	500	7.282879e-01	8.581875e-03	5000
317	500	7.274222e-01	8.711813e-03	5000
318	500	7.267552e-01	8.762883e-03	5000
319	500	7.262321e-01	8.785713e-03	5000
320	500	7.253485e-01	8.893591e-03	5000
321	500	7.246180e-01	8.970910e-03	5000
322	500	7.237725e-01	9.072708e-03	5000
323	500	7.230651e-01	9.094695e-03	5000
324	500	7.221452e-01	9.195186e-03	5000
325	500	7.214428e-01	9.264735e-03	5000
326	500	7.207852e-01	9.323925e-03	5000
327	500	7.201063e-01	9.349185e-03	5000
328	500	7.192789e-01	9.404417e-03	5000
329	500	7.186969e-01	9.434956e-03	5000
330	500	7.180802e-01	9.472992e-03	5000
331	500	7.173989e-01	9.535294e-03	5000
332	500	7.166214e-01	9.569157e-03	5000
333	500	7.156663e-01	9.628959e-03	5000
334	500	7.150694e-01	9.598168e-03	5000
335	500	7.144401e-01	9.614998e-03	5000
336	500	7.138700e-01	9.655503e-03	5000
337	500	7.129796e-01	9.761842e-03	5000
338	500	7.122502e-01	9.798242e-03	5000
339	500	7.113770e-01	9.904997e-03	5000
340	500	7.107335e-01	9.932588e-03	5000
341	500	7.099319e-01	1.001033e-02	5000
342	500	7.092331e-01	1.009083e-02	5000
343	500	7.082904e-01	1.022927e-02	5000
344	500	7.074924e-01	1.022945e-02	5000
345	500	7.069265e-01	1.028179e-02	5000
346	500	7.061761e-01	1.036737e-02	5000
347	500	7.056827e-01	1.040536e-02	5000
348	500	7.047963e-01	1.051104e-02	5000
349	500	7.041536e-01	1.061811e-02	5000
350	500	7.035974e-01	1.059028e-02	5000
351	500	7.030140e-01	1.061195e-02	5000
352	500	7.022714e-01	1.061354e-02	5000
353	500	7.014748e-01	1.073004e-02	5000
354	500	7.007781e-01	1.079752e-02	5000
355	500	7.001938e-01	1.084777e-02	5000
356	500	6.995373e-01	1.096390e-02	5000
357	500	6.989049e-01	1.099442e-02	5000
358	500	6.981565e-01	1.105476e-02	5000
359	500	6.974442e-01	1.113849e-02	5000
360	500	6.968621e-01	1.115732e-02	5000
361	500	6.961513e-01	1.119811e-02	5000
362	500	6.952626e-01	1.134346e-02	5000
363	500	6.946330e-01	1.135241e-02	5000
364	500	6.941392e-01	1.136714e-02	5000
365	500	6.933829e-01	1.140700e-02	5000
366	500	6.928285e-01	1.141141e-02	5000
367	500	6.920659e-01	1.149055e-02	5000
368	500	6.913785e-01	1.155881e-02	5000
369	500	6.908654e-01	1.151987e-02	5000
370	500	6.901246e-01	1.158870e-02	5000
371	500	6.894135e-01	1.164244e-02	5000
372	500	6.886308e-01	1.177606e-02	5000
373	500	6.881049e-01	1.180723e-02	5000
374	500	6.875202e-01	1.190741e-02	5000
375	500	6.869458e-01	1.187737e-02	5000
376	500	6.862584e-01	1.190143e-02	5000
377	500	6.857115e-01	1.188230e-02	5000
378	500	6.850441e-01	1.194965e-02	5000
379	500	6.841635e-01	1.203387e-02	5000
380	500	6.833385e-01	1.203045e-02	5000
381	500	6.826261e-01	1.207208e-02	5000
382	500	6.821756e-01	1.206635e-02	5000
383	500	6.816958e-01	1.212817e-02	5000
384	500	6.809489e-01	1.220796e-02	5000
385	500	6.802258e-01	1.232497e-02	5000
386	500	6.794314e-01	1.238321e-02	5000
387	500	6.788431e-01	1.244055e-02	5000
388	500	6.782797e-01	1.250033e-02	5000
389	500	6.775177e-01	1.262173e-02	5000
390	500	6.770338e-01	1.267785e-02	5000
391	500	6.765534e-01	1.270630e-02	5000
392	500	6.758826e-01	1.277707e-02	5000
393	500	6.752371e-01	1.286541e-02	5000
394	500	6.744417e-01	1.291573e-02	5000
395	500	6.739552e-01	1.297052e-02	5000
396	500	6.731277e-01	1.307194e-02	5000
397	500	6.721276e-01	1.318398e-02	5000
398	500	6.713548e-01	1.328308e-02	5000
399	500	6.705571e-01	1.334276e-02	5000
400	500	6.700364e-01	1.334345e-02	5000
401	500	6.693189e-01	1.338010e-02	5000
402	500	6.684678e-01	1.344482e-02	5000
403	500	6.679059e-01	1.343041e-02	5000
404	500	6.670552e-01	1.352499e-02	5000
405	500	6.661990e-01	1.357680e-02	5000
406	500	6.653888e-01	1.368873e-02	5000
407	500	6.646572e-01	1.373795e-02	5000
408	500	6.639617e-01	1.382982e-02	5000
409	500	6.634944e-01	1.386798e-02	5000
410	500	6.627752e-01	1.393664e-02	5000
411	500	6.619288e-01	1.408065e-02	5000
412	500	6.611661e-01	1.414799e-02	5000
413	500	6.604842e-01	1.427607e-02	5000
414	500	6.597722e-01	1.438815e-02	5000
415	500	6.593914e-01	1.439799e-02	5000
416	500	6.587459e-01	1.448905e-02	5000
417	500	6.582019e-01	1.453456e-02	5000
418	500	6.575131e-01	1.456489e-02	5000
419	500	6.567679e-01	1.464741e-02	5000
420	500	6.560555e-01	1.472323e-02	5000
421	500	6.552771e-01	1.487078e-02	5000
422	500	6.546986e-01	1.497306e-02	5000
423	500	6.540871e-01	1.505155e-02	5000
424	500	6.533280e-01	1.519681e-02	5000
425	500	6.525640e-01	1.525418e-02	5000
426	500	6.520436e-01	1.527788e-02	5000
427	500	6.512130e-01	1.535929e-02	5000
428	500	6.505794e-01	1.544288e-02	5000
429	500	6.499968e-01	1.549178e-02	5000
430	500	6.492229e-01	1.561612e-02	5000
431	500	6.485816e-01	1.557191e-02	5000
432	500	6.477993e-01	1.566980e-02	5000
433	500	6.470633e-01	1.566512e-02	5000
434	500	6.465878e-01	1.559792e-02	5000
435	500	6.457971e-01	1.567397e-02	5000
436	500	6.451890e-01	1.580352e-02	5000
437	500	6.446443e-01	1.578185e-02	5000
438	500	6.439436e-01	1.587239e-02	5000
439	500	6.431476e-01	1.592284e-02	5000
440	500	6.424722e-01	1.601592e-02	5000
441	500	6.418906e-01	1.609237e-02	5000
442	500	6.412575e-01	1.617781e-02	5000
443	500	6.405976e-01	1.624690e-02	5000
444	500	6.399671e-01	1.628327e-02	5000
445	500	6.396277e-01	1.630648e-02	5000
446	500	6.387816e-01	1.641476e-02	5000
447	500	6.383235e-01	1.646591e-02	5000
448	500	6.374554e-01	1.654272e-02	5000
449	500	6.367920e-01	1.667149e-02	5000
450	500	6.359501e-01	1.666725e-02	5000
451	500	6.352302e-01	1.668578e-02	5000
452	500	6.345027e-01	1.680682e-02	5000
453	500	6.342557e-01	1.685891e-02	5000
454	500	6.335053e-01	1.691260e-02	5000
455	500	6.326533e-01	1.694107e-02	5000
456	500	6.320680e-01	1.700448e-02	5000
457	500	6.312704e-01	1.705327e-02	5000
458	500	6.306748e-01	1.708038e-02	5000
459	500	6.301088e-01	1.716518e-02	5000
460	500	6.293357e-01	1.726980e-02	5000
